Locality,Zip Code,Subtype of Property,Price,Number of Rooms,Livable Space (m2),Fully Equipped Kitchen,Furnished,Terrace,Terrace Area (m2),Garden,Garden Area (m2),Swimming Pool,Surface of the Land (m2),Number of Facades,Construction Year,PEB,Primary Energy Consumption (kWh/m2),State of the Building,Median Price per Commune,Median Revenue per Commune,Price/m2,Subtype of Property Score,State of the Building Score,PEB Score
Perwez,1360,villa,720000,5,380,1,0,1,1,1,1,0,1470,4,1998,4,237,3,310000,29651,1894,30737.61626429479,28758.51106301106,29068.10478029937
Brecht,2960,villa,1099000,4,452,1,0,0,0,0,0,0,2055,4,1968,4,223,3,385000,32680,2431,30737.61626429479,28758.51106301106,29068.10478029937
Beersel,1650,house,395000,4,221,1,0,0,0,0,0,0,250,2,1930,4,227,3,396000,32780,1787,29802.14056563951,28758.51106301106,29068.10478029937
Beveren-waas,9120,apartment,270000,1,70,1,0,1,5,0,0,0,0,2,2018,6,78,5,296500,32302,3857,26803.13784722222,28486.412584912407,29468.910848549946
Leopoldsburg,3970,ground-floor,325000,2,98,1,0,0,0,0,0,0,0,3,2022,6,9,5,245000,29587,3316,28347.043859649122,28486.412584912407,29468.910848549946
Brasschaat,2930,apartment,285000,2,77,1,0,1,8,0,0,0,0,2,1930,6,89,5,385000,31614,3701,26803.13784722222,28486.412584912407,29468.910848549946
Dison,4820,town-house,265000,3,108,1,0,0,0,1,100,0,284,3,2001,3,284,5,163750,22557,2453,28801.766233766233,28486.412584912407,28222.31623931624
Kortrijk,8500,ground-floor,299000,2,88,0,0,1,21,0,0,0,0,2,2023,6,52,5,265000,28248,3397,28347.043859649122,28486.412584912407,29468.910848549946
Lier,2500,house,349000,3,120,0,0,1,8,0,0,0,120,2,1936,6,83,5,290000,29623,2908,29802.14056563951,28486.412584912407,29468.910848549946
Moorsele,8560,house,274000,4,190,0,0,0,0,1,470,0,585,4,1964,4,248,5,245000,31432,1442,29802.14056563951,28486.412584912407,29068.10478029937
Mol,2400,villa,595000,4,237,1,0,0,0,0,0,0,1508,4,1975,1,558,5,268000,30380,2510,30737.61626429479,28486.412584912407,29144.322250639387
Huy,4500,duplex,499000,5,258,1,0,1,27,0,0,0,0,4,2023,6,82,5,196000,24184,1934,27281.282442748092,28486.412584912407,29468.910848549946
Namur,5000,house,220000,5,145,1,0,0,0,0,0,0,65,2,1925,3,329,2,250000,26345,1517,29802.14056563951,28791.728096676736,28222.31623931624
Bruxelles,1000,apartment,405000,2,98,1,0,1,7,0,0,0,0,4,2025,6,44,5,275000,21541,4132,26803.13784722222,28486.412584912407,29468.910848549946
Woluwe-saint-pierre,1150,apartment,645000,3,175,1,0,1,40,1,50,0,0,3,1992,2,233,3,465000,29516,3685,26803.13784722222,28758.51106301106,27576.145009416196
Zedelgem,8210,house,549000,4,215,0,0,0,0,0,0,0,289,2,1933,5,114,5,348000,32732,2553,29802.14056563951,28486.412584912407,29446.861588481188
Arlon,6700,apartment,310000,2,85,1,0,1,21,0,0,0,0,2,2023,6,76,3,286500,34008,3647,26803.13784722222,28758.51106301106,29468.910848549946
Geel,2440,apartment,190000,2,89,1,0,1,8,0,0,0,0,2,1995,4,208,3,270000,30648,2134,26803.13784722222,28758.51106301106,29068.10478029937
Aalter,9880,villa,595000,5,221,0,0,0,0,0,0,0,900,4,1978,5,135,5,339500,31959,2692,30737.61626429479,28486.412584912407,29446.861588481188
Kruibeke,9150,house,420000,3,140,1,0,1,18,1,100,0,316,3,1965,5,153,5,275000,31455,3000,29802.14056563951,28486.412584912407,29446.861588481188
Faymonville,4950,house,395000,5,274,1,0,0,0,1,459,0,588,3,1947,4,255,3,262500,27888,1441,29802.14056563951,28758.51106301106,29068.10478029937
Keerbergen,3140,house,469000,5,240,0,0,1,21,1,506,0,966,3,1960,3,390,3,449500,35954,1954,29802.14056563951,28758.51106301106,28222.31623931624
Affligem,1790,house,379000,3,155,1,0,1,35,1,200,0,383,3,1966,3,331,3,330000,34876,2445,29802.14056563951,28758.51106301106,28222.31623931624
Schelle,2627,house,350000,7,325,0,0,0,0,0,0,0,170,3,1967,3,388,2,289000,33215,1076,29802.14056563951,28791.728096676736,28222.31623931624
Depanne,8660,apartment,159000,2,59,0,0,0,0,0,0,0,0,3,1936,1,718,3,227000,26096,2694,26803.13784722222,28758.51106301106,29144.322250639387
Keumice,5060,house,430000,3,153,1,0,0,0,1,215,0,390,3,1918,5,169,5,190000,25634,2810,29802.14056563951,28486.412584912407,29446.861588481188
Orsmaal,3350,house,269000,3,185,0,0,1,4,1,16,0,203,3,1980,2,432,5,299000,33102,1454,29802.14056563951,28486.412584912407,27576.145009416196
Huy,4500,house,274000,4,300,0,0,0,0,0,0,0,270,2,1900,0,563,3,196000,24184,913,29802.14056563951,28758.51106301106,25195.411320754716
Bornem,2880,apartment,399000,3,109,1,0,1,17,0,0,0,0,2,2006,5,200,5,322000,32726,3660,26803.13784722222,28486.412584912407,29446.861588481188
Aalst,9300,house,248000,3,118,1,0,0,0,0,0,0,70,2,1918,3,302,3,265000,29669,2101,29802.14056563951,28758.51106301106,28222.31623931624
Gerpinnes,6280,house,125000,3,61,0,0,0,0,0,0,0,65,2,1900,2,355,1,275000,30371,2049,29802.14056563951,28927.5390070922,27576.145009416196
Opwijk,1745,house,599000,3,263,1,0,0,0,0,0,0,1159,3,1959,6,71,5,315000,33533,2277,29802.14056563951,28486.412584912407,29468.910848549946
Herentals,2200,apartment,249000,2,107,0,0,0,0,0,0,0,0,2,2003,5,173,3,274000,29831,2327,26803.13784722222,28758.51106301106,29446.861588481188
Tournai,7500,house,169000,2,102,1,0,0,0,0,0,0,82,2,1950,4,222,5,195000,25518,1656,29802.14056563951,28486.412584912407,29068.10478029937
Rochefort,5580,house,192500,3,173,0,0,0,0,1,53,0,120,2,1875,3,339,2,172500,26283,1112,29802.14056563951,28791.728096676736,28222.31623931624
Uccle,1180,ground-floor,398000,2,80,1,0,1,40,0,0,0,0,2,1990,3,159,5,390000,26467,4975,28347.043859649122,28486.412584912407,28222.31623931624
Aalst,9300,house,239000,3,130,1,0,0,0,0,0,0,370,4,1918,1,628,2,265000,29669,1838,29802.14056563951,28791.728096676736,29144.322250639387
Blankenberge,8370,apartment,620000,6,272,0,1,0,0,0,0,0,0,2,1965,5,113,4,235000,25711,2279,26803.13784722222,28224.02819956616,29446.861588481188
Steendorp,9140,villa,479000,4,172,0,0,0,0,0,0,0,283,4,2020,6,72,5,260000,30536,2784,30737.61626429479,28486.412584912407,29468.910848549946
Vorselaar,2290,house,245000,2,121,0,0,0,0,0,0,0,280,3,1958,1,631,1,320000,31566,2024,29802.14056563951,28927.5390070922,29144.322250639387
Evere,1140,apartment,345000,2,89,1,0,1,3,0,0,0,0,3,2014,5,47,5,257500,24158,3876,26803.13784722222,28486.412584912407,29446.861588481188
Turnhout,2300,house,315000,4,147,0,0,0,0,0,0,0,64,2,1955,5,186,4,250000,27404,2142,29802.14056563951,28224.02819956616,29446.861588481188
Balen,2490,house,439000,3,265,1,0,0,0,0,0,0,1840,4,1998,5,155,5,267000,31503,1656,29802.14056563951,28486.412584912407,29446.861588481188
Sint-katherina-lombeek,1742,house,299000,3,110,0,0,0,0,0,0,0,411,4,1961,1,646,1,345000,33201,2718,29802.14056563951,28927.5390070922,29144.322250639387
Juprelle,4450,house,285000,3,144,0,0,1,40,1,55,0,226,2,2012,5,169,5,250000,31513,1979,29802.14056563951,28486.412584912407,29446.861588481188
Schaerbeek,1030,apartment,280000,1,67,0,0,1,5,0,0,0,0,2,2023,6,38,5,275000,21912,4179,26803.13784722222,28486.412584912407,29468.910848549946
Putte,2580,villa,659000,4,295,1,0,0,0,0,0,0,1305,4,2000,5,196,3,325000,31734,2233,30737.61626429479,28758.51106301106,29446.861588481188
Woluwe-saint-lambert,1200,apartment,522500,2,100,1,0,1,18,0,0,0,0,2,2023,6,45,5,369000,27210,5225,26803.13784722222,28486.412584912407,29468.910848549946
Edegem,2650,apartment,245000,2,88,0,0,0,0,0,0,0,0,2,1990,3,390,3,339900,34133,2784,26803.13784722222,28758.51106301106,28222.31623931624
Menen,8930,house,175000,3,136,1,0,1,25,1,100,0,176,2,1934,3,330,3,180000,26819,1286,29802.14056563951,28758.51106301106,28222.31623931624
Tienen,3300,villa,1060000,5,426,1,0,1,1,1,1,0,3218,4,1980,4,242,5,249000,29289,2488,30737.61626429479,28486.412584912407,29068.10478029937
Hamme,9220,house,399900,4,309,0,0,0,0,0,0,0,378,2,1910,4,251,5,260000,29245,1294,29802.14056563951,28486.412584912407,29068.10478029937
Waterloo,1410,apartment,420000,2,100,1,0,1,9,0,0,0,0,2,2014,5,87,5,475000,31143,4200,26803.13784722222,28486.412584912407,29446.861588481188
Brussels,1000,penthouse,495000,1,99,1,0,1,54,0,0,0,0,3,2023,5,58,5,275000,21541,5000,25996.018604651163,28486.412584912407,29446.861588481188
Watermael-boitsfort,1170,house,515000,3,137,0,0,1,25,0,0,0,77,2,1964,1,301,3,429500,26474,3759,29802.14056563951,28758.51106301106,29144.322250639387
Oostende,8400,apartment,169000,1,48,0,0,1,3,0,0,0,0,2,2008,5,121,5,235000,25991,3520,26803.13784722222,28486.412584912407,29446.861588481188
Forest,1190,apartment,330000,2,90,1,0,1,17,0,0,0,0,2,1963,1,288,1,280000,22908,3666,26803.13784722222,28927.5390070922,29144.322250639387
Aartselaar,2630,house,524000,3,174,1,0,1,28,0,0,0,370,3,1976,4,268,3,355000,34397,3011,29802.14056563951,28758.51106301106,29068.10478029937
Nijlen,2560,house,549000,4,235,1,0,1,52,1,558,1,793,4,2006,5,189,5,315000,31353,2336,29802.14056563951,28486.412584912407,29446.861588481188
Dendermonde,9200,house,365000,3,228,0,0,0,0,0,0,0,1369,3,1961,3,344,2,265000,30172,1600,29802.14056563951,28791.728096676736,28222.31623931624
Damme,8340,house,265000,3,228,0,0,0,0,0,0,0,619,4,1950,3,350,3,375000,31561,1162,29802.14056563951,28758.51106301106,28222.31623931624
Oupeye,4680,house,299000,6,309,1,0,1,26,1,320,0,600,2,1956,3,280,3,220000,26992,967,29802.14056563951,28758.51106301106,28222.31623931624
Sint-niklaas,9100,house,290000,3,137,1,0,0,0,1,186,0,271,2,1918,5,159,3,265000,28267,2116,29802.14056563951,28758.51106301106,29446.861588481188
Dehaan,8420,villa,895000,3,282,0,0,0,0,0,0,0,690,4,1970,4,215,3,260000,28811,3173,30737.61626429479,28758.51106301106,29068.10478029937
Wommelgem,2160,house,545000,2,179,0,0,0,0,0,0,0,729,4,1986,2,482,5,362000,31223,3044,29802.14056563951,28486.412584912407,27576.145009416196
Heusden-zolder,3550,villa,639000,2,221,0,0,0,0,0,0,0,1746,4,1992,4,242,5,261750,29842,2891,30737.61626429479,28486.412584912407,29068.10478029937
Wuustwezel,2990,house,475000,3,220,1,0,0,0,0,0,0,1581,4,1971,3,308,3,346000,30687,2159,29802.14056563951,28758.51106301106,28222.31623931624
Tubize,1480,villa,285000,3,165,1,0,1,35,1,193,1,280,4,1952,3,330,5,252250,27224,1727,30737.61626429479,28486.412584912407,28222.31623931624
Thimister-clermont,4890,apartment,179000,1,107,1,0,0,0,0,0,0,0,2,1976,2,353,3,303725,31327,1672,26803.13784722222,28758.51106301106,27576.145009416196
Destelbergen,9070,house,385000,3,167,0,0,0,0,0,0,0,458,3,1970,3,385,2,400000,34306,2305,29802.14056563951,28791.728096676736,28222.31623931624
Saint-lcager,6747,house,155000,3,120,1,0,0,0,1,100,0,160,3,1850,0,537,1,233000,34040,1291,29802.14056563951,28927.5390070922,25195.411320754716
Rixensart,1330,triplex,430000,4,140,0,0,0,0,1,100,0,0,3,1946,2,385,3,450000,29985,3071,27681.928571428572,28758.51106301106,27576.145009416196
Anderlecht,1070,apartment,240000,3,94,1,0,1,25,0,0,0,0,3,1970,3,161,1,220000,21336,2553,26803.13784722222,28927.5390070922,28222.31623931624
Woluwe-saint-lambert,1200,house,795000,4,197,1,0,1,28,1,50,0,160,2,1935,0,429,3,369000,27210,4035,29802.14056563951,28758.51106301106,25195.411320754716
Forest,1190,apartment,310000,2,109,1,0,1,4,0,0,0,0,2,1956,3,171,1,280000,22908,2844,26803.13784722222,28927.5390070922,28222.31623931624
Braine-lalleud,1420,ground-floor,245000,2,90,1,0,0,0,0,0,0,0,2,1998,4,240,5,360000,30512,2722,28347.043859649122,28486.412584912407,29068.10478029937
Hove,2540,villa,599000,4,227,0,0,0,0,1,250,0,634,4,1980,3,345,1,454000,35621,2638,30737.61626429479,28927.5390070922,28222.31623931624
Brussels,1000,penthouse,1150000,3,223,1,0,1,22,0,0,0,0,2,1908,3,183,5,275000,21541,5156,25996.018604651163,28486.412584912407,28222.31623931624
Liege,4000,apartment,268000,2,90,1,0,1,18,1,45,0,0,2,2013,5,168,3,170000,22738,2977,26803.13784722222,28758.51106301106,29446.861588481188
Geraardsbergen,9500,house,178000,2,125,1,0,1,10,1,50,0,100,2,1965,4,239,3,238500,29578,1424,29802.14056563951,28758.51106301106,29068.10478029937
Wevelgem,8560,house,464000,4,185,0,0,0,0,0,0,0,275,3,2023,6,53,5,245000,31432,2508,29802.14056563951,28486.412584912407,29468.910848549946
Verviers,4800,house,239000,5,143,1,0,1,20,1,180,1,280,2,1900,3,278,5,193250,23329,1671,29802.14056563951,28486.412584912407,28222.31623931624
Koksijde,8670,apartment,345000,2,74,1,1,1,3,0,0,0,0,4,1973,5,185,3,300000,30348,4662,26803.13784722222,28758.51106301106,29446.861588481188
Gent,9000,apartment,285000,2,85,0,0,0,0,0,0,0,0,2,1958,5,120,5,335000,27801,3352,26803.13784722222,28486.412584912407,29446.861588481188
Sint-niklaas,9100,house,290000,5,194,0,0,0,0,0,0,0,393,2,1959,1,617,1,265000,28267,1494,29802.14056563951,28927.5390070922,29144.322250639387
Anderlecht,1070,house,459000,3,178,1,0,1,12,1,60,0,97,2,1993,3,175,4,220000,21336,2578,29802.14056563951,28224.02819956616,28222.31623931624
Antwerpen,2000,apartment,525000,3,134,1,0,0,0,0,0,0,0,2,1964,4,278,4,260000,25683,3917,26803.13784722222,28224.02819956616,29068.10478029937
Lotenhulle,9880,house,239000,2,126,1,0,0,0,0,0,0,619,4,1931,1,527,1,339500,31959,1896,29802.14056563951,28927.5390070922,29144.322250639387
Forest,1190,ground-floor,240000,1,76,1,0,0,0,1,60,0,0,2,1926,0,580,1,280000,22908,3157,28347.043859649122,28927.5390070922,25195.411320754716
Berchem-sainte-agathe,1082,duplex,349000,3,133,1,0,1,8,0,0,0,0,2,1998,4,127,3,267500,24327,2624,27281.282442748092,28758.51106301106,29068.10478029937
Tubize,1480,house,465000,4,190,1,0,1,57,0,0,1,610,3,1920,2,415,3,252250,27224,2447,29802.14056563951,28758.51106301106,27576.145009416196
Holsbeek,3220,house,498000,3,195,0,0,0,0,0,0,0,1320,4,1918,1,638,1,353000,35269,2553,29802.14056563951,28927.5390070922,29144.322250639387
Wetteren,9230,house,330000,6,328,1,0,0,0,1,1000,0,1231,2,1910,3,356,1,280000,30041,1006,29802.14056563951,28927.5390070922,28222.31623931624
Aalst,9300,house,269000,3,81,1,0,0,0,0,0,0,40,2,1899,5,178,4,265000,29669,3320,29802.14056563951,28224.02819956616,29446.861588481188
Liege,4000,house,149000,1,70,1,0,1,10,0,0,0,45,2,1899,2,370,3,170000,22738,2128,29802.14056563951,28758.51106301106,27576.145009416196
Sint-niklaas,9100,house,289000,3,140,0,0,1,12,1,127,0,269,2,1958,2,460,3,265000,28267,2064,29802.14056563951,28758.51106301106,27576.145009416196
Edegem,2650,apartment,348000,2,94,1,0,1,25,1,70,0,0,2,1979,5,108,5,339900,34133,3702,26803.13784722222,28486.412584912407,29446.861588481188
Harelbeke,8530,house,348000,3,141,0,0,1,16,1,153,0,508,3,1930,3,347,5,235000,30547,2468,29802.14056563951,28486.412584912407,28222.31623931624
Oostende,8400,apartment,198800,2,83,0,0,1,6,0,0,0,0,2,1981,5,154,3,235000,25991,2395,26803.13784722222,28758.51106301106,29446.861588481188
Woluwe-saint-pierre,1150,apartment,849000,4,212,1,0,1,10,0,0,0,0,2,1965,0,534,5,465000,29516,4004,26803.13784722222,28486.412584912407,25195.411320754716
Liege,4000,house,259000,5,172,0,0,1,17,1,60,0,194,2,1920,1,462,2,170000,22738,1505,29802.14056563951,28791.728096676736,29144.322250639387
Uccle,1180,apartment,650000,3,185,1,0,1,14,0,0,0,0,2,1960,4,124,3,390000,26467,3513,26803.13784722222,28758.51106301106,29068.10478029937
Kapelle-op-den-bos,1880,ground-floor,199000,2,75,1,0,0,0,0,0,0,0,3,1962,2,407,1,375000,32868,2653,28347.043859649122,28927.5390070922,27576.145009416196
Maldegem,9990,house,985000,3,310,0,0,0,0,0,0,0,6846,4,2011,3,344,5,294000,30415,3177,29802.14056563951,28486.412584912407,28222.31623931624
Huy,4500,apartment,228500,2,90,1,0,1,12,0,0,0,0,4,2024,6,77,5,196000,24184,2538,26803.13784722222,28486.412584912407,29468.910848549946
Bekkevoort,3460,house,359000,9,395,1,0,0,0,1,1000,0,1239,4,1967,2,428,3,292500,31160,908,29802.14056563951,28758.51106301106,27576.145009416196
Bruxelles,1000,penthouse,795000,2,202,1,1,1,60,0,0,0,0,2,1990,3,190,5,275000,21541,3935,25996.018604651163,28486.412584912407,28222.31623931624
Genk,3600,service-flat,169000,1,54,0,0,0,0,0,0,0,0,2,2014,6,62,3,260000,27345,3129,31110.305555555555,28758.51106301106,29468.910848549946
Koksijde,8670,apartment,295000,1,59,0,0,1,3,0,0,0,0,2,2023,6,25,3,300000,30348,5000,26803.13784722222,28758.51106301106,29468.910848549946
Kortenberg,3070,apartment,325000,2,90,0,0,0,0,0,0,0,0,3,1979,4,259,5,400000,33946,3611,26803.13784722222,28486.412584912407,29068.10478029937
Heist-aan-zee,8301,house,545000,4,187,0,0,1,20,0,0,0,180,2,2002,5,145,5,592500,28601,2914,29802.14056563951,28486.412584912407,29446.861588481188
Seraing,4101,loft,225000,2,105,1,0,0,0,0,0,0,0,2,2010,4,187,3,164500,23333,2142,26109.363636363636,28758.51106301106,29068.10478029937
Vilvoorde,1800,triplex,289000,2,84,1,0,0,0,0,0,0,0,2,2006,5,132,3,300000,29017,3440,27681.928571428572,28758.51106301106,29446.861588481188
Tournai,7500,villa,995000,3,584,1,0,0,0,0,0,0,1785,4,1960,3,295,5,195000,25518,1703,30737.61626429479,28486.412584912407,28222.31623931624
Marche-en-famenne,6900,house,269000,5,247,1,0,1,10,0,0,0,3081,3,1930,4,253,3,230000,26665,1089,29802.14056563951,28758.51106301106,29068.10478029937
Forest,1190,apartment,350000,2,91,1,0,0,0,0,0,0,0,2,1930,4,141,2,280000,22908,3846,26803.13784722222,28791.728096676736,29068.10478029937
Woluwe-saint-lambert,1200,duplex,449000,3,156,1,0,0,0,0,0,0,0,2,1913,4,126,5,369000,27210,2878,27281.282442748092,28486.412584912407,29068.10478029937
Deinze,9800,apartment,139000,1,52,1,0,1,10,0,0,0,0,2,1970,1,534,4,320500,31900,2673,26803.13784722222,28224.02819956616,29144.322250639387
Arlon,6700,apartment,179000,1,57,1,0,0,0,0,0,0,0,3,2011,3,302,3,286500,34008,3140,26803.13784722222,28758.51106301106,28222.31623931624
Etterbeek,1040,flat-studio,199000,1,40,1,0,1,18,0,0,0,0,2,1929,3,167,3,323500,23665,4975,25140.745098039217,28758.51106301106,28222.31623931624
Turnhout,2300,house,259000,3,104,0,0,0,0,0,0,0,193,2,1965,3,323,3,250000,27404,2490,29802.14056563951,28758.51106301106,28222.31623931624
Ixelles,1050,apartment,575000,1,85,1,1,0,0,0,0,0,0,2,1980,4,128,5,350000,23014,6764,26803.13784722222,28486.412584912407,29068.10478029937
Liege,4000,house,379000,2,186,1,0,1,18,1,115,0,433,3,1995,3,298,3,170000,22738,2037,29802.14056563951,28758.51106301106,28222.31623931624
Evere,1140,penthouse,530000,2,121,1,1,1,42,0,0,0,0,3,2019,4,114,5,257500,24158,4380,25996.018604651163,28486.412584912407,29068.10478029937
Begijnendijk,3130,house,649000,5,258,1,0,0,0,0,0,0,1061,4,2003,5,182,3,330000,33342,2515,29802.14056563951,28758.51106301106,29446.861588481188
Roeselare,8800,house,155000,2,119,1,0,0,0,0,0,0,131,2,1930,1,835,3,238106,28720,1302,29802.14056563951,28758.51106301106,29144.322250639387
Halle,1500,house,325000,2,101,0,0,1,14,1,32,0,170,2,1930,2,477,2,308250,30101,3217,29802.14056563951,28791.728096676736,27576.145009416196
Vaux-sur-scbbre,6640,house,170000,5,204,1,0,0,0,1,1000,0,1150,2,1950,3,290,1,260000,30640,833,29802.14056563951,28927.5390070922,28222.31623931624
Asse,1730,apartment,250000,2,80,1,0,0,0,0,0,0,0,2,2010,4,230,5,288000,29699,3125,26803.13784722222,28486.412584912407,29068.10478029937
Liege,4000,penthouse,885000,3,368,1,0,1,180,0,0,0,0,2,2010,5,111,5,170000,22738,2404,25996.018604651163,28486.412584912407,29446.861588481188
Morkhoven,2200,apartment,270000,1,86,1,0,0,0,0,0,0,0,4,1874,6,84,5,274000,29831,3139,26803.13784722222,28486.412584912407,29468.910848549946
Sint-niklaas,9100,apartment,278000,2,105,0,0,0,0,0,0,0,0,2,2005,4,212,3,265000,28267,2647,26803.13784722222,28758.51106301106,29068.10478029937
Willebroek,2830,house,299000,4,200,0,0,0,0,0,0,0,330,2,1956,1,506,1,286750,29939,1495,29802.14056563951,28927.5390070922,29144.322250639387
Koksijde,8670,house,599500,4,354,1,0,0,0,0,0,0,600,4,1977,5,196,5,300000,30348,1693,29802.14056563951,28486.412584912407,29446.861588481188
Uccle,1180,exceptional-property,2190000,6,636,1,0,1,49,1,580,0,890,2,1928,3,204,3,390000,26467,3443,29278.095238095237,28758.51106301106,28222.31623931624
Grote-brogel,3990,house,455000,4,303,1,0,0,0,0,0,0,1984,4,1948,3,364,1,280000,31205,1501,29802.14056563951,28927.5390070922,28222.31623931624
Estaimpuis,7730,exceptional-property,735000,5,370,1,0,1,100,1,850,0,1438,4,2021,5,136,5,195000,26919,1986,29278.095238095237,28486.412584912407,29446.861588481188
Lasne,1380,villa,2800000,7,780,1,0,1,180,0,0,0,5300,4,1971,4,255,5,625000,32121,3589,30737.61626429479,28486.412584912407,29068.10478029937
Aartselaar,2630,house,665000,3,232,1,0,1,33,0,0,0,248,2,1932,6,90,4,355000,34397,2866,29802.14056563951,28224.02819956616,29468.910848549946
Molenbeek-saint-jean,1080,apartment,285000,3,105,1,0,1,5,0,0,0,0,2,1961,2,213,3,215000,21062,2714,26803.13784722222,28758.51106301106,27576.145009416196
Woluwe-saint-pierre,1150,apartment,335000,2,70,1,0,1,6,0,0,0,0,2,1960,4,140,5,465000,29516,4785,26803.13784722222,28486.412584912407,29068.10478029937
Etterbeek,1040,apartment,299000,2,73,0,0,1,3,0,0,0,0,2,1993,1,287,3,323500,23665,4095,26803.13784722222,28758.51106301106,29144.322250639387
Bierghes,1430,villa,1695000,5,720,1,0,0,0,0,0,0,3366,4,2000,4,250,3,260000,28726,2354,30737.61626429479,28758.51106301106,29068.10478029937
Opwijk,1745,house,899000,4,295,1,0,0,0,0,0,1,872,3,1999,5,166,3,315000,33533,3047,29802.14056563951,28758.51106301106,29446.861588481188
Oostende,8400,duplex,900000,4,224,1,0,0,0,0,0,0,0,2,1972,4,280,5,235000,25991,4017,27281.282442748092,28486.412584912407,29068.10478029937
Tilff,4130,house,320000,3,160,1,0,0,0,0,0,0,657,4,1975,2,355,3,210000,31003,2000,29802.14056563951,28758.51106301106,27576.145009416196
Forest,1190,house,625000,3,250,1,0,1,5,1,190,0,351,2,1956,0,376,1,280000,22908,2500,29802.14056563951,28927.5390070922,25195.411320754716
Lichtervelde,8810,house,320000,4,190,1,0,0,0,0,0,0,568,4,1972,5,189,3,280750,31320,1684,29802.14056563951,28758.51106301106,29446.861588481188
Herstal,4040,house,360000,3,150,1,0,1,38,0,0,0,377,3,2015,5,140,5,170000,24271,2400,29802.14056563951,28486.412584912407,29446.861588481188
Brussel,1000,apartment,375000,2,110,1,0,1,13,0,0,0,0,2,2010,3,177,3,275000,21541,3409,26803.13784722222,28758.51106301106,28222.31623931624
Chokier,4400,house,99000,1,64,1,0,0,0,0,0,0,41,2,1918,2,377,3,190000,26199,1546,29802.14056563951,28758.51106301106,27576.145009416196
Oostende,8400,town-house,324800,4,205,1,0,1,45,0,0,0,105,2,1952,4,226,3,235000,25991,1584,28801.766233766233,28758.51106301106,29068.10478029937
Kuurne,8520,apartment,149000,2,70,0,0,0,0,0,0,0,0,2,1973,4,288,5,249000,29973,2128,26803.13784722222,28486.412584912407,29068.10478029937
Langemark-poelkapelle,8920,house,365000,4,180,0,0,0,0,0,0,0,2270,4,1958,1,518,1,262000,29253,2027,29802.14056563951,28927.5390070922,29144.322250639387
Arlon,6700,apartment,275000,2,88,0,0,1,5,0,0,0,0,2,2007,4,211,3,286500,34008,3125,26803.13784722222,28758.51106301106,29068.10478029937
Denderwindeke,9400,villa,699000,3,525,1,0,0,0,0,0,0,1694,4,2004,4,216,5,260000,29589,1331,30737.61626429479,28486.412584912407,29068.10478029937
Mouscron,7700,house,179000,3,171,1,0,0,0,1,160,0,251,2,1932,5,155,3,173500,24752,1046,29802.14056563951,28758.51106301106,29446.861588481188
